county,State,Population_Estimate,Per_Age_over_65,M_per_100_F,Per_high_school_Degree,Per_Bachelor_Degree,Median_Income,Per_votes_Rep,Party_Gov,Voting_Behaviour
Robertson County,KY,2208,0.236,99.3,0.361,0.16,31741,0.75,Rep,Rep
Rockcastle County,KY,16942,0.162,96.3,0.432,0.098,31555,0.84,Rep,Rep
Rowan County,KY,23608,0.131,92.1,0.31,0.269,36860,0.59,Rep,Rep
Russell County,KY,17669,0.184,95.8,0.366,0.124,30720,0.84,Rep,Rep
Scott County,KY,50178,0.104,97.2,0.307,0.278,63027,0.62,Rep,Rep
Shelby County,KY,44290,0.134,92.9,0.318,0.237,60324,0.64,Rep,Rep
Simpson County,KY,17704,0.149,97,0.426,0.151,39679,0.67,Rep,Rep
Spencer County,KY,17577,0.12,100.3,0.356,0.185,63000,0.76,Rep,Rep
Taylor County,KY,24993,0.172,94.3,0.406,0.158,33340,0.74,Rep,Rep
Todd County,KY,12524,0.157,99.8,0.419,0.108,40497,0.76,Rep,Rep
Trigg County,KY,14250,0.207,96,0.301,0.176,44083,0.73,Rep,Rep
Trimble County,KY,8783,0.155,98.7,0.472,0.103,47409,0.73,Rep,Rep
Union County,KY,15138,0.145,106.3,0.402,0.114,40120,0.76,Rep,Rep
Warren County,KY,118950,0.117,95.1,0.309,0.281,44911,0.59,Rep,Rep
Washington County,KY,11910,0.168,96.5,0.416,0.145,40976,0.71,Rep,Rep
Wayne County,KY,20655,0.179,98.4,0.37,0.101,28573,0.8,Rep,Rep
Webster County,KY,13357,0.157,99.6,0.423,0.092,38917,0.76,Rep,Rep
Whitley County,KY,35794,0.145,95.6,0.371,0.16,31014,0.82,Rep,Rep
Wolfe County,KY,7261,0.171,96,0.385,0.12,20504,0.68,Rep,Rep
Woodford County,KY,25317,0.152,93.8,0.289,0.329,58750,0.57,Rep,Rep
Acadia Parish,LA,62163,0.133,93.4,0.392,0.105,37649,0.77,Dem,Swing
Allen Parish,LA,25653,0.133,136,0.44,0.117,40948,0.74,Dem,Swing
Ascension Parish,LA,114738,0.1,98.2,0.346,0.26,70551,0.66,Dem,Swing
Assumption Parish,LA,23057,0.149,94.6,0.395,0.107,49167,0.62,Dem,Swing
Avoyelles Parish,LA,41389,0.151,100,0.413,0.094,33739,0.67,Dem,Swing
Beauregard Parish,LA,36259,0.139,104.3,0.427,0.151,45969,0.81,Dem,Swing
Bienville Parish,LA,13977,0.187,91.9,0.427,0.112,32876,0.54,Dem,Swing
Bossier Parish,LA,123403,0.125,97.5,0.294,0.257,52892,0.71,Dem,Swing
Caddo Parish,LA,254742,0.144,90.7,0.329,0.238,41234,0.46,Dem,Swing
Calcasieu Parish,LA,195887,0.133,95.3,0.358,0.207,45312,0.65,Dem,Swing
Caldwell Parish,LA,9990,0.16,111.7,0.428,0.101,33294,0.81,Dem,Swing
Cameron Parish,LA,6706,0.152,95.3,0.385,0.159,64231,0.88,Dem,Swing
Catahoula Parish,LA,10247,0.154,115.1,0.422,0.123,34904,0.72,Dem,Swing
Claiborne Parish,LA,16639,0.172,133.9,0.407,0.128,32072,0.56,Dem,Swing
Concordia Parish,LA,20449,0.151,103,0.413,0.116,29654,0.62,Dem,Swing
De Soto Parish,LA,26965,0.156,92.3,0.412,0.12,41468,0.6,Dem,Swing
East Baton Rouge Parish,LA,444690,0.121,92.2,0.267,0.341,49285,0.43,Dem,Swing
East Carroll Parish,LA,7501,0.127,132.3,0.385,0.088,21099,0.36,Dem,Swing
East Feliciana Parish,LA,19855,0.154,116.1,0.435,0.123,45520,0.55,Dem,Swing
Evangeline Parish,LA,33768,0.141,103.8,0.346,0.126,30009,0.7,Dem,Swing
Franklin Parish,LA,20550,0.167,94.7,0.403,0.109,30275,0.71,Dem,Swing
Grant Parish,LA,22362,0.133,127.3,0.423,0.086,39914,0.84,Dem,Swing
Iberia Parish,LA,73938,0.131,95,0.421,0.131,45261,0.64,Dem,Swing
Iberville Parish,LA,33229,0.134,104.1,0.383,0.131,45117,0.46,Dem,Swing
Jackson Parish,LA,16109,0.178,106,0.419,0.13,38029,0.69,Dem,Swing
Jefferson Parish,LA,435092,0.146,94.3,0.311,0.247,47947,0.55,Dem,Swing
Jefferson Davis Parish,LA,31434,0.15,97.9,0.411,0.139,39063,0.75,Dem,Swing
Lafayette Parish,LA,231811,0.109,95.4,0.287,0.3,51869,0.65,Dem,Swing
Lafourche Parish,LA,97474,0.134,96.6,0.391,0.154,51030,0.77,Dem,Swing
LaSalle Parish,LA,14899,0.156,107,0.436,0.117,37310,0.89,Dem,Swing
Lincoln Parish,LA,47349,0.118,94.5,0.277,0.356,33467,0.58,Dem,Swing
Livingston Parish,LA,133949,0.112,96.6,0.402,0.183,58251,0.85,Dem,Swing
Madison Parish,LA,11873,0.127,99.5,0.396,0.114,23854,0.41,Dem,Swing
Morehouse Parish,LA,27012,0.164,91.5,0.435,0.127,28003,0.55,Dem,Swing
Natchitoches Parish,LA,39330,0.147,91.2,0.337,0.204,31345,0.54,Dem,Swing
Orleans Parish,LA,376738,0.117,91.7,0.232,0.353,36792,0.15,Dem,Swing
Ouachita Parish,LA,155769,0.13,91.8,0.329,0.24,37754,0.61,Dem,Swing
Plaquemines Parish,LA,23599,0.119,97.9,0.393,0.143,50314,0.65,Dem,Swing
Pointe Coupee Parish,LA,22498,0.176,91.6,0.417,0.134,43825,0.58,Dem,Swing
Rapides Parish,LA,132225,0.145,93.4,0.37,0.184,40734,0.65,Dem,Swing
Red River Parish,LA,8838,0.16,95,0.443,0.119,38000,0.54,Dem,Swing
Richland Parish,LA,20777,0.15,93.9,0.41,0.144,36421,0.66,Dem,Swing
Sabine Parish,LA,24248,0.18,98.9,0.42,0.142,38828,0.81,Dem,Swing
St. Bernard Parish,LA,42858,0.094,98.8,0.409,0.125,42753,0.65,Dem,Swing
St. Charles Parish,LA,52639,0.11,95.4,0.367,0.204,59990,0.63,Dem,Swing
St. Helena Parish,LA,10818,0.167,94.4,0.457,0.099,35437,0.42,Dem,Swing
St. James Parish,LA,21650,0.145,92.9,0.448,0.142,51107,0.45,Dem,Swing
St. John the Baptist Parish,LA,44161,0.12,94.6,0.375,0.165,50921,0.36,Dem,Swing
St. Landry Parish,LA,83613,0.145,92.3,0.445,0.127,32625,0.55,Dem,Swing
St. Martin Parish,LA,53126,0.128,96.8,0.421,0.132,42794,0.66,Dem,Swing
St. Mary Parish,LA,53441,0.14,97.2,0.434,0.111,40781,0.63,Dem,Swing
St. Tammany Parish,LA,242960,0.142,94.4,0.27,0.306,62137,0.73,Dem,Swing
Tangipahoa Parish,LA,125486,0.124,94.3,0.356,0.193,41302,0.65,Dem,Swing
Tensas Parish,LA,4893,0.192,93.3,0.456,0.102,22940,0.46,Dem,Swing
Terrebonne Parish,LA,112742,0.122,97.7,0.4,0.137,47826,0.73,Dem,Swing
Union Parish,LA,22533,0.181,97.3,0.449,0.117,34992,0.73,Dem,Swing
Vermilion Parish,LA,59110,0.136,93.3,0.41,0.124,45374,0.78,Dem,Swing
Vernon Parish,LA,52476,0.102,109.6,0.358,0.192,46312,0.81,Dem,Swing
Washington Parish,LA,46556,0.157,96.6,0.405,0.123,30705,0.67,Dem,Swing
Webster Parish,LA,40617,0.178,94.4,0.405,0.14,33681,0.64,Dem,Swing
West Baton Rouge Parish,LA,24669,0.118,97.2,0.392,0.198,53703,0.54,Dem,Swing
West Carroll Parish,LA,11454,0.178,101.3,0.44,0.111,31926,0.83,Dem,Swing
West Feliciana Parish,LA,15415,0.128,197.2,0.337,0.216,56685,0.58,Dem,Swing
Winn Parish,LA,14855,0.157,112.1,0.42,0.125,31087,0.72,Dem,Swing
Androscoggin County,ME,107393,0.154,96,0.372,0.203,47537,0.51,Rep,Dem
Aroostook County,ME,70005,0.208,97.7,0.39,0.172,36923,0.56,Rep,Dem
Cumberland County,ME,286119,0.159,94.5,0.241,0.429,60051,0.34,Rep,Dem
Franklin County,ME,30402,0.188,96.6,0.369,0.256,42811,0.48,Rep,Dem
Hancock County,ME,54658,0.205,95.5,0.331,0.327,47030,0.43,Rep,Dem
Kennebec County,ME,121112,0.169,94.2,0.356,0.25,46917,0.48,Rep,Dem
Knox County,ME,39723,0.215,98.2,0.348,0.312,50693,0.4,Rep,Dem
Lincoln County,ME,34156,0.243,95.4,0.321,0.313,50462,0.45,Rep,Dem
Oxford County,ME,57421,0.185,98.2,0.456,0.181,40630,0.52,Rep,Dem
Penobscot County,ME,153437,0.16,97.4,0.349,0.244,44271,0.52,Rep,Dem
Piscataquis County,ME,17156,0.228,99.4,0.405,0.175,37495,0.59,Rep,Dem
Sagadahoc County,ME,35092,0.185,92.8,0.316,0.321,53298,0.43,Rep,Dem
Somerset County,ME,51577,0.182,97,0.413,0.154,40066,0.58,Rep,Dem
Waldo County,ME,38976,0.186,96.6,0.34,0.303,44082,0.46,Rep,Dem
Washington County,ME,32191,0.213,97.3,0.383,0.201,38083,0.55,Rep,Dem
York County,ME,199682,0.173,94.6,0.316,0.306,57919,0.44,Rep,Dem
Allegany County,MD,73549,0.187,108.7,0.42,0.174,40551,0.72,Rep,Dem
Anne Arundel County,MD,555280,0.131,98,0.25,0.383,89860,0.47,Rep,Dem
Baltimore County,MD,822959,0.155,89.8,0.272,0.365,67095,0.39,Rep,Dem
Calvert County,MD,90114,0.125,97.5,0.315,0.291,95828,0.57,Rep,Dem
Caroline County,MD,32661,0.149,94.1,0.407,0.155,52465,0.68,Rep,Dem
Carroll County,MD,167444,0.148,97.7,0.306,0.33,85385,0.65,Rep,Dem
Cecil County,MD,101960,0.131,98.7,0.378,0.22,66396,0.65,Rep,Dem
Charles County,MD,152754,0.106,93.3,0.322,0.274,90607,0.33,Rep,Dem
Dorchester County,MD,32534,0.191,91.5,0.383,0.202,47093,0.57,Rep,Dem
Frederick County,MD,241373,0.125,97.3,0.252,0.39,83700,0.49,Rep,Dem
Garrett County,MD,29813,0.196,98.1,0.422,0.191,45432,0.79,Rep,Dem
Harford County,MD,248966,0.14,95.8,0.281,0.339,80465,0.6,Rep,Dem
Howard County,MD,304115,0.116,96.3,0.142,0.606,110238,0.31,Rep,Dem
Kent County,MD,19923,0.236,89,0.332,0.3,58147,0.5,Rep,Dem
Montgomery County,MD,1017859,0.133,92.9,0.14,0.579,99435,0.2,Rep,Dem
Prince George's County,MD,892816,0.107,92.7,0.261,0.311,74260,0.08,Rep,Dem
Queen Anne's County,MD,48600,0.168,97.8,0.299,0.35,85963,0.66,Rep,Dem
St. Mary's County,MD,109614,0.114,99.5,0.306,0.306,86987,0.6,Rep,Dem
Somerset County,MD,25980,0.149,119.6,0.432,0.148,35154,0.58,Rep,Dem
Talbot County,MD,37799,0.257,89.1,0.279,0.339,58228,0.54,Rep,Dem
Washington County,MD,149270,0.153,103.9,0.381,0.199,56228,0.64,Rep,Dem
Wicomico County,MD,101182,0.14,91,0.319,0.284,52278,0.54,Rep,Dem
Worcester County,MD,51519,0.247,94.4,0.316,0.302,56773,0.62,Rep,Dem
Baltimore city,MD,622454,0.119,89.1,0.298,0.287,42241,0.11,Rep,Dem
Barnstable County,MA,214766,0.271,90.9,0.249,0.4,63251,0.41,Rep,Dem
Berkshire County,MA,129288,0.202,93.3,0.317,0.316,49956,0.26,Rep,Dem
Bristol County,MA,552763,0.152,93.9,0.302,0.259,56842,0.43,Rep,Dem
Dukes County,MA,17048,0.189,98.1,0.231,0.403,64222,0.22,Rep,Dem
Essex County,MA,763849,0.151,92.9,0.262,0.375,69068,0.36,Rep,Dem
Franklin County,MA,71144,0.173,95.5,0.271,0.352,55221,0.27,Rep,Dem
Hampden County,MA,468041,0.149,93.1,0.308,0.258,50461,0.39,Rep,Dem
Hampshire County,MA,160759,0.142,88.1,0.242,0.442,61368,0.27,Rep,Dem
Middlesex County,MA,1556116,0.137,95.1,0.211,0.52,85118,0.28,Rep,Dem
Nantucket County,MA,10556,0.134,112.5,0.254,0.437,84057,0.3,Rep,Dem
Norfolk County,MA,687721,0.153,91.9,0.21,0.506,88262,0.33,Rep,Dem
Plymouth County,MA,503681,0.155,95,0.29,0.344,75459,0.43,Rep,Dem
Suffolk County,MA,758919,0.109,93.5,0.236,0.417,55044,0.16,Rep,Dem
Worcester County,MA,810935,0.137,97.2,0.289,0.344,65313,0.41,Rep,Dem
Alcona County,MI,10550,0.339,101.3,0.399,0.143,38033,0.68,Rep,Swing
Alger County,MI,9476,0.229,122.5,0.432,0.184,39300,0.57,Rep,Swing
Allegan County,MI,112837,0.145,99.2,0.383,0.215,54264,0.61,Rep,Swing
Alpena County,MI,29068,0.211,96.5,0.334,0.165,38829,0.62,Rep,Swing
Antrim County,MI,23267,0.248,99.2,0.337,0.253,46845,0.62,Rep,Swing
Arenac County,MI,15424,0.218,102.7,0.428,0.117,38307,0.63,Rep,Swing
Baraga County,MI,8690,0.185,153.7,0.441,0.131,39803,0.62,Rep,Swing
Barry County,MI,59147,0.165,101.1,0.366,0.192,55064,0.63,Rep,Swing
Bay County,MI,106698,0.179,96.9,0.356,0.183,45583,0.54,Rep,Swing
Benzie County,MI,17437,0.233,99.8,0.342,0.241,47388,0.54,Rep,Swing
Berrien County,MI,155565,0.173,95.6,0.306,0.26,44993,0.54,Rep,Swing
Branch County,MI,43706,0.165,106.5,0.408,0.135,44373,0.67,Rep,Swing
Calhoun County,MI,134790,0.16,95.5,0.357,0.201,42520,0.54,Rep,Swing
Cass County,MI,51952,0.185,101.4,0.362,0.17,46570,0.61,Rep,Swing
Charlevoix County,MI,26134,0.208,97.5,0.318,0.279,46554,0.6,Rep,Swing
Cheboygan County,MI,25690,0.238,99.2,0.394,0.182,40219,0.64,Rep,Swing
Chippewa County,MI,38586,0.157,121.4,0.378,0.191,41993,0.59,Rep,Swing
Clare County,MI,30710,0.212,97.5,0.393,0.116,33015,0.64,Rep,Swing
Clinton County,MI,76905,0.149,97.4,0.279,0.298,60909,0.53,Rep,Swing
Crawford County,MI,13895,0.227,102.2,0.354,0.171,41743,0.64,Rep,Swing
Delta County,MI,36712,0.207,98,0.353,0.188,42031,0.6,Rep,Swing
Dickinson County,MI,26012,0.201,98.2,0.399,0.223,43779,0.65,Rep,Swing
Eaton County,MI,108341,0.157,95.2,0.297,0.247,54993,0.5,Rep,Swing
Emmet County,MI,33018,0.188,97.5,0.262,0.333,51018,0.57,Rep,Swing
Genesee County,MI,415874,0.151,93.1,0.328,0.193,42327,0.43,Rep,Swing
Gladwin County,MI,25501,0.244,101.1,0.402,0.124,38021,0.65,Rep,Swing
Gogebic County,MI,15824,0.23,117.7,0.384,0.183,35686,0.55,Rep,Swing
Grand Traverse County,MI,89907,0.163,97,0.269,0.315,52950,0.53,Rep,Swing
Gratiot County,MI,41878,0.158,113,0.411,0.141,41912,0.6,Rep,Swing
Hillsdale County,MI,46178,0.169,99,0.402,0.156,41961,0.71,Rep,Swing
Houghton County,MI,36660,0.157,118.4,0.338,0.31,37776,0.54,Rep,Swing
Huron County,MI,32290,0.229,98.7,0.443,0.141,42161,0.67,Rep,Swing
Ingham County,MI,283491,0.115,94.3,0.216,0.372,45679,0.33,Rep,Swing
Ionia County,MI,64064,0.127,112.5,0.381,0.149,49124,0.62,Rep,Swing
Iosco County,MI,25401,0.276,99.6,0.4,0.161,37317,0.63,Rep,Swing
Iron County,MI,11507,0.279,97.7,0.45,0.192,33663,0.62,Rep,Swing
Isabella County,MI,70669,0.107,94.2,0.318,0.273,39377,0.49,Rep,Swing
Jackson County,MI,159759,0.155,104.8,0.348,0.201,46326,0.57,Rep,Swing
Kalamazoo County,MI,256752,0.131,95.7,0.231,0.351,47476,0.41,Rep,Swing
Kalkaska County,MI,17230,0.184,103.7,0.424,0.128,40534,0.7,Rep,Swing
Kent County,MI,622590,0.119,96.5,0.255,0.333,53063,0.48,Rep,Swing
Keweenaw County,MI,2198,0.296,108.7,0.326,0.228,37813,0.57,Rep,Swing
Lake County,MI,11426,0.258,104.2,0.415,0.094,30439,0.59,Rep,Swing
Lapeer County,MI,88235,0.153,101.6,0.371,0.175,52996,0.67,Rep,Swing
Leelanau County,MI,21772,0.269,96.9,0.224,0.4,56189,0.49,Rep,Swing
Lenawee County,MI,98902,0.161,103.2,0.367,0.192,48043,0.58,Rep,Swing
Livingston County,MI,184591,0.14,99.9,0.256,0.336,75204,0.62,Rep,Swing
Luce County,MI,6477,0.197,140.9,0.45,0.123,37088,0.68,Rep,Swing
Mackinac County,MI,11044,0.246,102.5,0.365,0.184,38434,0.61,Rep,Swing
Macomb County,MI,854689,0.154,94.7,0.306,0.233,54582,0.54,Rep,Swing
Manistee County,MI,24536,0.225,107.5,0.373,0.197,41395,0.55,Rep,Swing
Marquette County,MI,67582,0.159,102.1,0.331,0.288,45409,0.45,Rep,Swing
Mason County,MI,28711,0.207,99,0.344,0.202,42024,0.58,Rep,Swing
Mecosta County,MI,43301,0.163,101.2,0.344,0.227,41889,0.6,Rep,Swing
Menominee County,MI,23717,0.209,101.9,0.422,0.152,40373,0.62,Rep,Swing
Midland County,MI,83624,0.159,96.7,0.296,0.325,54059,0.56,Rep,Swing
Missaukee County,MI,14988,0.187,104.5,0.428,0.131,41098,0.74,Rep,Swing
Monroe County,MI,150436,0.151,97,0.362,0.186,55653,0.58,Rep,Swing
Montcalm County,MI,63004,0.156,106.4,0.39,0.131,41584,0.64,Rep,Swing
Montmorency County,MI,9401,0.287,104.2,0.419,0.108,36250,0.7,Rep,Swing
Muskegon County,MI,171483,0.146,98.5,0.348,0.182,42829,0.47,Rep,Swing
Newaygo County,MI,48029,0.173,101.2,0.411,0.138,43693,0.67,Rep,Swing
Oakland County,MI,1229503,0.147,94.4,0.201,0.444,67465,0.44,Rep,Swing
Oceana County,MI,26229,0.186,102.5,0.347,0.168,41617,0.61,Rep,Swing
Ogemaw County,MI,21222,0.238,99.7,0.409,0.116,36063,0.66,Rep,Swing
Ontonagon County,MI,6298,0.306,105.9,0.406,0.151,34459,0.6,Rep,Swing
Osceola County,MI,23234,0.184,101.9,0.447,0.132,38999,0.69,Rep,Swing
Oscoda County,MI,8444,0.254,106.1,0.406,0.097,33021,0.7,Rep,Swing
Otsego County,MI,24141,0.189,97.4,0.366,0.205,48917,0.66,Rep,Swing
Ottawa County,MI,273136,0.128,97,0.289,0.311,58989,0.62,Rep,Swing
Presque Isle County,MI,13037,0.283,99.5,0.406,0.169,41213,0.62,Rep,Swing
Roscommon County,MI,24068,0.292,99.3,0.389,0.144,35133,0.62,Rep,Swing
Saginaw County,MI,196479,0.167,94,0.342,0.202,43042,0.48,Rep,Swing
St. Clair County,MI,160429,0.161,98.4,0.353,0.174,49730,0.63,Rep,Swing
St. Joseph County,MI,61022,0.16,98.5,0.389,0.147,44449,0.63,Rep,Swing
Sanilac County,MI,42014,0.19,98.5,0.451,0.122,41100,0.7,Rep,Swing
Schoolcraft County,MI,8288,0.231,98,0.468,0.133,34118,0.62,Rep,Swing
Shiawassee County,MI,69113,0.16,97.6,0.366,0.157,48233,0.56,Rep,Swing
Tuscola County,MI,54420,0.178,100.2,0.42,0.139,43768,0.67,Rep,Swing
Van Buren County,MI,75351,0.154,98,0.34,0.195,46008,0.54,Rep,Swing
Washtenaw County,MI,354092,0.115,97.6,0.157,0.527,61003,0.27,Rep,Swing
Wayne County,MI,1778969,0.135,92.6,0.303,0.22,41210,0.3,Rep,Swing
Wexford County,MI,32751,0.172,100.6,0.388,0.168,41534,0.65,Rep,Swing
Aitkin County,MN,15839,0.293,103.7,0.399,0.155,42252,0.6,Dem,Dem
Anoka County,MN,338764,0.113,100.2,0.284,0.278,70873,0.51,Dem,Dem
Becker County,MN,33138,0.187,100.4,0.335,0.223,52038,0.64,Dem,Dem
Beltrami County,MN,45434,0.139,100.2,0.261,0.265,44757,0.51,Dem,Dem
Benton County,MN,39221,0.131,98.9,0.321,0.215,52178,0.65,Dem,Dem
Big Stone County,MN,5134,0.255,94.6,0.424,0.174,47794,0.59,Dem,Dem
Blue Earth County,MN,65125,0.125,101.2,0.281,0.313,50061,0.47,Dem,Dem
Brown County,MN,25391,0.197,98.8,0.376,0.213,52598,0.64,Dem,Dem
Carlton County,MN,35443,0.159,106.2,0.364,0.228,53227,0.45,Dem,Dem
Carver County,MN,95715,0.096,98.1,0.212,0.452,86323,0.53,Dem,Dem
Cass County,MN,28519,0.232,103.6,0.354,0.202,46531,0.63,Dem,Dem
Chippewa County,MN,12154,0.197,97,0.36,0.159,50858,0.61,Dem,Dem
Chisago County,MN,53834,0.135,107,0.346,0.22,71001,0.61,Dem,Dem
Clay County,MN,60879,0.125,97.6,0.273,0.316,57965,0.47,Dem,Dem
Clearwater County,MN,8752,0.19,102.5,0.381,0.15,43421,0.69,Dem,Dem
Cook County,MN,5194,0.236,100.4,0.251,0.39,52299,0.34,Dem,Dem
Cottonwood County,MN,11632,0.221,95.6,0.362,0.185,46750,0.65,Dem,Dem
Crow Wing County,MN,63048,0.2,99.6,0.314,0.232,49435,0.63,Dem,Dem
Dakota County,MN,408456,0.115,96.4,0.216,0.402,75567,0.44,Dem,Dem
Dodge County,MN,20290,0.13,100,0.335,0.237,68116,0.62,Dem,Dem
Douglas County,MN,36620,0.211,100.2,0.299,0.247,54531,0.65,Dem,Dem
Faribault County,MN,14230,0.224,101.4,0.399,0.169,47540,0.63,Dem,Dem
Fillmore County,MN,20843,0.199,100.5,0.357,0.195,51665,0.57,Dem,Dem
Freeborn County,MN,30897,0.211,98.1,0.367,0.161,47105,0.55,Dem,Dem
Goodhue County,MN,46377,0.179,99.2,0.33,0.233,57062,0.55,Dem,Dem
Grant County,MN,5961,0.229,100.3,0.334,0.189,50174,0.6,Dem,Dem
Hennepin County,MN,1197776,0.121,97,0.178,0.47,65834,0.29,Dem,Dem
Houston County,MN,18812,0.193,100,0.343,0.214,53809,0.53,Dem,Dem
Hubbard County,MN,20574,0.227,99.9,0.318,0.25,47486,0.64,Dem,Dem
Isanti County,MN,38296,0.139,101.6,0.378,0.176,59865,0.65,Dem,Dem
Itasca County,MN,45354,0.205,102.4,0.318,0.219,47761,0.55,Dem,Dem
Jackson County,MN,10211,0.2,101.9,0.348,0.188,50574,0.66,Dem,Dem
Kanabec County,MN,16003,0.181,103,0.397,0.135,47384,0.64,Dem,Dem
Kandiyohi County,MN,42444,0.169,101.1,0.279,0.222,52632,0.59,Dem,Dem
Kittson County,MN,4480,0.232,101,0.35,0.209,52326,0.57,Dem,Dem
Koochiching County,MN,13054,0.208,100.2,0.365,0.184,42919,0.57,Dem,Dem
Lac qui Parle County,MN,7023,0.245,100.8,0.383,0.176,49903,0.6,Dem,Dem
Lake County,MN,10750,0.244,102.9,0.362,0.244,48417,0.45,Dem,Dem
Lake of the Woods County,MN,3949,0.213,106,0.448,0.155,42263,0.69,Dem,Dem
Le Sueur County,MN,27707,0.157,102.3,0.355,0.212,60632,0.62,Dem,Dem
Lincoln County,MN,5808,0.249,101,0.405,0.192,49575,0.64,Dem,Dem
Lyon County,MN,25699,0.14,99.5,0.351,0.258,51600,0.6,Dem,Dem
McLeod County,MN,36046,0.172,98.5,0.38,0.18,56128,0.65,Dem,Dem
Mahnomen County,MN,5496,0.165,101.8,0.371,0.129,41118,0.48,Dem,Dem
Marshall County,MN,9453,0.196,102.9,0.374,0.187,54092,0.67,Dem,Dem
Martin County,MN,20350,0.215,97.6,0.386,0.189,51391,0.67,Dem,Dem
Meeker County,MN,23129,0.176,101.9,0.383,0.189,55042,0.66,Dem,Dem
Mille Lacs County,MN,25809,0.174,101.2,0.383,0.146,49094,0.64,Dem,Dem
Morrison County,MN,32962,0.17,102.2,0.386,0.169,50049,0.74,Dem,Dem
Mower County,MN,39227,0.176,99.6,0.326,0.191,49427,0.5,Dem,Dem
Murray County,MN,8529,0.235,98.3,0.365,0.181,51983,0.64,Dem,Dem
Nicollet County,MN,33086,0.135,99.4,0.27,0.324,58640,0.47,Dem,Dem
Nobles County,MN,21687,0.151,106.6,0.343,0.138,50625,0.62,Dem,Dem
Norman County,MN,6692,0.217,100.4,0.385,0.151,50377,0.53,Dem,Dem
Olmsted County,MN,148736,0.135,95.8,0.209,0.413,68023,0.45,Dem,Dem
Otter Tail County,MN,57511,0.22,100.6,0.305,0.244,52365,0.65,Dem,Dem
Pennington County,MN,14110,0.161,100.9,0.36,0.161,47127,0.6,Dem,Dem
Pine County,MN,29218,0.179,114.6,0.426,0.132,44549,0.6,Dem,Dem
Pipestone County,MN,9354,0.201,94.7,0.36,0.19,46990,0.7,Dem,Dem
Polk County,MN,31547,0.171,102.1,0.311,0.232,53326,0.61,Dem,Dem
Pope County,MN,10948,0.228,102.8,0.341,0.222,52785,0.6,Dem,Dem
Ramsey County,MN,527411,0.126,94.5,0.219,0.404,56104,0.26,Dem,Dem
Red Lake County,MN,4061,0.185,103.7,0.409,0.155,50332,0.61,Dem,Dem
Redwood County,MN,15723,0.208,100.9,0.379,0.171,47211,0.68,Dem,Dem
Renville County,MN,15171,0.198,103.5,0.375,0.157,52149,0.65,Dem,Dem
Rice County,MN,64886,0.135,103.7,0.318,0.276,59598,0.48,Dem,Dem
Rock County,MN,9563,0.2,94.7,0.385,0.204,51496,0.64,Dem,Dem
Roseau County,MN,15615,0.152,104.8,0.373,0.19,53199,0.7,Dem,Dem
St. Louis County,MN,200506,0.169,101.1,0.295,0.27,48331,0.4,Dem,Dem
Scott County,MN,137322,0.089,99.4,0.234,0.382,87794,0.54,Dem,Dem
Sherburne County,MN,90401,0.095,103.9,0.266,0.265,74170,0.65,Dem,Dem
Sibley County,MN,15021,0.173,102.7,0.408,0.163,56990,0.67,Dem,Dem
Stearns County,MN,152595,0.13,101.3,0.302,0.259,56336,0.6,Dem,Dem
Steele County,MN,36523,0.155,96.3,0.355,0.254,57858,0.59,Dem,Dem
Stevens County,MN,9771,0.166,100.4,0.272,0.283,52302,0.52,Dem,Dem
Swift County,MN,9525,0.209,101.7,0.386,0.162,49035,0.6,Dem,Dem
Todd County,MN,24466,0.188,104.5,0.371,0.152,46414,0.71,Dem,Dem
Traverse County,MN,3429,0.258,98.1,0.348,0.18,49186,0.59,Dem,Dem
Wabasha County,MN,21381,0.187,101.6,0.391,0.212,56510,0.59,Dem,Dem
Wadena County,MN,13759,0.217,98.3,0.393,0.127,41906,0.7,Dem,Dem
Waseca County,MN,19076,0.158,92.4,0.352,0.204,53564,0.62,Dem,Dem
Washington County,MN,246670,0.123,97.7,0.22,0.416,83706,0.45,Dem,Dem
Watonwan County,MN,11054,0.19,97.9,0.4,0.159,50604,0.56,Dem,Dem
Wilkin County,MN,6526,0.181,103.3,0.305,0.175,51476,0.65,Dem,Dem
Winona County,MN,51213,0.146,96.7,0.296,0.282,50547,0.47,Dem,Dem
Wright County,MN,128691,0.107,101.1,0.289,0.273,73557,0.63,Dem,Dem
Yellow Medicine County,MN,10092,0.199,105,0.368,0.161,53041,0.64,Dem,Dem
Adams County,MS,31979,0.163,102.8,0.359,0.178,28869,0.42,Rep,Rep
Alcorn County,MS,37319,0.166,95.7,0.363,0.162,36163,0.8,Rep,Rep
Amite County,MS,12840,0.203,98,0.366,0.12,30704,0.61,Rep,Rep
Attala County,MS,19175,0.185,88.9,0.314,0.149,32886,0.59,Rep,Rep
Benton County,MS,8470,0.167,94.9,0.381,0.106,33141,0.56,Rep,Rep
Bolivar County,MS,33803,0.135,88.5,0.25,0.211,27585,0.33,Rep,Rep
Calhoun County,MS,14789,0.171,92.9,0.342,0.111,31098,0.69,Rep,Rep
Carroll County,MS,10338,0.202,101.1,0.373,0.137,37289,0.69,Rep,Rep
Chickasaw County,MS,17391,0.15,92.7,0.373,0.107,30926,0.52,Rep,Rep
Choctaw County,MS,8354,0.187,94.8,0.334,0.135,30692,0.69,Rep,Rep
